DRUG_ID,Drug_Name,N_Colon,N_Other,Mean_LN_IC50_Colon,Mean_LN_IC50_Other,Diff_Colon_vs_Other,MannWhitney_p,Bonferroni_Sig,Bonferroni_Threshold,LogP
1625,RVX-208,47,846,5.356862297872341,4.704488513002364,0.6523737848699769,2.3602975199918067e-05,True,0.00016949152542372882,4.627033249933838
1375,Temozolomide,46,919,6.965705934782608,6.2292636126224155,0.7364423221601921,4.5619998601196855e-05,True,0.00016949152542372882,4.340844732375734
1016,Temsirolimus,45,877,1.9339824222222222,0.9931757377423033,0.9408066844799189,4.713517340724098e-05,True,0.00016949152542372882,4.326654890838433
1615,CZC24832,47,847,5.689840319148937,5.106949670602124,0.5828906485468126,4.8202269401788296e-05,True,0.00016949152542372882,4.316932514344711
1617,AZD5582,47,835,3.374060531914894,2.089123376047904,1.2849371558669898,4.837815510482525e-05,True,0.00016949152542372882,4.3153506974266245
2044,Pyridostatin,42,909,4.351464476190476,3.5347013795379536,0.8167630966525228,4.94710514544797e-05,True,0.00016949152542372882,4.30564885907132
1808,Topotecan,45,672,1.189193333333333,0.05301187351190475,1.1361814598214284,5.583895443549833e-05,True,0.00016949152542372882,4.253062722318004
1079,Dasatinib,46,916,2.552258869565217,1.2237099727074234,1.3285488968577934,5.9518690876011336e-05,True,0.00016949152542372882,4.225346629740017
1786,AZD4547,47,912,3.8709700638297875,3.0479502489035086,0.8230198149262788,6.116063608453727e-05,True,0.00016949152542372882,4.21352800647476
2171,BMS-754807,47,902,0.8940991914893617,2.2293613237250556,-1.335262132235694,6.15358819178763e-05,True,0.00016949152542372882,4.210871570814988
1237,EPZ004777,47,918,5.6765943617021275,5.12663027342048,0.5499640882816479,6.437964761191612e-05,True,0.00016949152542372882,4.1912514047957785
1582,SGC-CBP30,45,671,4.739805177777777,4.192871575260805,0.5469336025169724,9.631972415168902e-05,True,0.00016949152542372882,4.016284769852559
2045,AMG-319,42,908,5.538586428571429,4.764692276431718,0.7738941521397109,0.00011126909656116902,True,0.00016949152542372882,3.9536254381500906
1557,LCL161,47,846,5.372788659574469,4.733215606382978,0.6395730531914907,0.00011232412380541806,True,0.00016949152542372882,3.949526960475477
1088,Irinotecan,47,918,3.5308870638297876,2.437223880174292,1.0936631836554955,0.00012010421906641693,True,0.00016949152542372882,3.920441736268367
1507,Ruxolitinib,47,851,5.359496170212766,4.76670978025852,0.592786389954246,0.00012511488297836453,True,0.00016949152542372882,3.9026910259506575
1621,PCI-34051,47,847,5.110301574468084,4.356385768595041,0.7539158058730431,0.00013995748113714528,True,0.00016949152542372882,3.854003882265741
1804,Acetalax,45,672,3.4697874222222223,4.653218617559523,-1.1834311953373011,0.0001399833982978126,True,0.00016949152542372882,3.853923467573044
1714,ERK_6604,45,672,2.515406222222222,3.341490694940476,-0.8260844727182541,0.00014908679877241,True,0.00016949152542372882,3.8265608104311077
1855,KRAS (G12C) Inhibitor-12,47,847,5.270248106382979,4.403476253837072,0.8667718525459076,0.00018633216223239065,False,0.00016949152542372882,3.729712176373179
1559,Luminespib,47,917,-1.2832892765957444,-2.166995058887677,0.8837057822919325,0.00021389063246350217,False,0.00016949152542372882,3.669808235337287
2002,N30652-18-1,41,702,5.815149365853658,5.17710874928775,0.6380406165659087,0.00022410298026044603,False,0.00016949152542372882,3.6495523679091155
1927,GSK2578215A,45,913,5.464304733333333,4.907709395399781,0.556595337933552,0.00023131961710742065,False,0.00016949152542372882,3.6357875352352593
1631,PRT062607,47,847,3.941045191489362,3.1295443175914994,0.8115008738978626,0.00026243599096363736,False,0.00016949152542372882,3.5809766052527534
1630,Entospletinib,47,847,4.240713638297873,3.6413267083825267,0.599386929915346,0.00031834145467633264,False,0.00016949152542372882,3.497106803525048
1043,JNK Inhibitor VIII,46,904,5.562748804347827,5.073214316371681,0.4895344879761456,0.0003520107730927016,False,0.00016949152542372882,3.4534440449789194
2000,N27922-53-1,41,702,5.708723463414635,5.14535005982906,0.5633734035855751,0.0003657198547403222,False,0.00016949152542372882,3.4368514614008303
1042,Doramapimod,46,909,5.520125086956522,4.909666189218922,0.6104588977376002,0.0005341921385618602,False,0.00016949152542372882,3.2723025075619807
1627,GSK343,47,846,3.3483508297872335,2.862253112293144,0.4860977174940895,0.000536214742141103,False,0.00016949152542372882,3.2706612501395607
1843,LMP744,45,672,0.7045106444444444,-0.41033435863095236,1.1148450030753967,0.0005441122251982457,False,0.00016949152542372882,3.2643115161883935
1931,MIRA-1,46,920,5.904273478260869,5.204299656521739,0.69997382173913,0.0005924369387979434,False,0.00016949152542372882,3.227357870785568
1928,I-BRD9,45,913,5.027369977777778,4.3252398072289155,0.7021301705488625,0.0005940647183727225,False,0.00016949152542372882,3.2261662396971
1829,667880,45,672,1.889832222222222,1.1859733735119047,0.7038588487103172,0.000652067253532447,False,0.00016949152542372882,3.18570760928074
1852,LY2109761,47,845,5.505682212765958,4.978988089940829,0.5266941228251287,0.0006626095947847601,False,0.00016949152542372882,3.178742279694767
1803,Acetalax,45,672,4.116644333333333,5.016751538690476,-0.9001072053571431,0.0006903929774661379,False,0.00016949152542372882,3.1609036348235775
1817,Romidepsin,45,672,-4.652155244444445,-5.2797236369047615,0.6275683924603168,0.0007190391499641255,False,0.00016949152542372882,3.143247462676224
1512,Cyclophosphamide,45,912,5.749603555555556,5.235023453947368,0.5145801016081881,0.0007645047567857749,False,0.00016949152542372882,3.116619808041868
1620,PFI3,47,847,5.793648723404254,5.375184317591499,0.4184644058127551,0.0008328391654985106,False,0.00016949152542372882,3.079438859674354
1713,ERK_2440,45,672,1.901354977777778,2.6078431904761907,-0.7064882126984127,0.0008795733327654615,False,0.00016949152542372882,3.055727946214807
1784,LMB_AB2,45,672,5.8976945333333335,5.45454515922619,0.4431493741071435,0.000950108113161694,False,0.00016949152542372882,3.0222269733658402
1802,Zoledronate,45,672,4.330231555555556,3.8430073095238093,0.4872242460317464,0.0010044171439793585,False,0.00016949152542372882,2.998085883103589
1844,776928,45,671,4.668861111111111,3.7664944038748134,0.9023667072362977,0.0010262266882985953,False,0.00016949152542372882,2.9887566951668
1563,EPZ5676,47,915,6.0080769361702115,5.519054072131148,0.4890228640390637,0.0010487093975256171,False,0.00016949152542372882,2.9793448402485114
1131,PRIMA-1MET,47,847,5.223066936170213,4.374688593860685,0.8483783423095277,0.001175638874084978,False,0.00016949152542372882,2.9297260618292094
1854,MN-64,47,847,5.136699574468085,4.6477370059031875,0.4889625685648973,0.001199823672618266,False,0.00016949152542372882,2.9208825736487194
2047,Ulixertinib,38,702,1.4826403421052627,2.259345111111111,-0.7767047690058484,0.0013143603342475856,False,0.00016949152542372882,2.881285555839984
2043,BIBR-1532,42,910,5.418327119047619,4.948088754945054,0.47023836410256514,0.0013167936593189895,False,0.00016949152542372882,2.8804822733600894
1622,Wnt-C59,47,847,4.8382209148936175,4.310293556080283,0.5279273588133346,0.0013907852267284525,False,0.00016949152542372882,2.8567399311498294
