Model,CV_Accuracy_Mean,CV_Accuracy_Std,CV_ROC_AUC_Mean,CV_ROC_AUC_Std,Holdout_Accuracy,Holdout_ROC_AUC
Logistic Regression,0.9209808003701134,0.016288937981553786,0.9815554142826871,0.003453067417678743,0.9030303030303031,0.9850132236262122
