Model,CV_Accuracy_Mean,CV_Accuracy_Std,CV_ROC_AUC_Mean,CV_ROC_AUC_Std,Holdout_Accuracy,Holdout_ROC_AUC
Random Forest,0.9118667591950034,0.016293881172270337,0.9778915024369569,0.006498532911943737,0.9272727272727272,0.9870702321481046
