Model,CV_Accuracy_Mean,CV_Accuracy_Std,CV_ROC_AUC_Mean,CV_ROC_AUC_Std,Holdout_Accuracy,Holdout_ROC_AUC
XGBoost,0.9088248901226,0.01263251145152449,0.978301900120082,0.005957022075864832,0.9272727272727272,0.9910373200117543
