Model,CV_Accuracy_Mean,CV_Accuracy_Std,CV_ROC_AUC_Mean,CV_ROC_AUC_Std,Holdout_Accuracy,Holdout_ROC_AUC
Neural Network (MLP),0.9027527180198935,0.009905192488377915,0.9781217772126863,0.004771536674757858,0.896969696969697,0.9811930649426976
